date_time;uuid;Title/episode_title;seriesTitle;isEpisode;EPGgenre;providerId;providerType;production year;director orig;titleId;title_id provider;episode_number;season_number;domain;master_uuid;source(scheule/enrichment);seriesUUID;alternative title
19/01/21 21:53;2240c3bd-a060-4b02-bb37-e53ce356cd67;22/01/21;Approfondimento America's Cup;t;2;;;2020;;;;0;2020;sky;;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;[[ALT]]22/01/21[[ALT]]22/01/21[[ALT]]22/01/21
07/01/21 22:17;23c8f601-965e-4ae4-a221-d64b48302bbd;aggiungi dei numeri;just add magic mystery city;t;6;datatv_p256894e1350412;datatv;;;;;2;1;sky;;SCHED;;
13/01/21 09:22;23c8f601-965e-4ae4-a221-d64b48302bbd;aggiungi dei numeri;just add magic mystery city;t;6;datatv_p256894e1350412;datatv;2020;;;;2;1;sky;;ENRICH;;
19/01/21 12:47;23c8f601-965e-4ae4-a221-d64b48302bbd;Aggiungi dei numeri;Just Add Magic Mystery City;t;6;;;2020;;;;2;1;sky;;FINALIZED;4d80ab5d-6ce1-42d9-a45a-5f7ff17bc13c;[[ALT]]Aggiungi dei numeri[[ALT]]Aggiungi dei numeri[[ALT]]Aggiungi dei numeri
09/10/19 15:24;24074d6a-8b01-49b1-bf52-276925b371f1;schoene;i signori della serie a;t;2;datatv_p235442e1278161;datatv;;;;;10;;sky;;SCHED;;
17/10/19 11:58;24074d6a-8b01-49b1-bf52-276925b371f1;schoene;i signori della serie a;t;2;datatv_p235442e1278161;datatv;2018;;;;10;;sky;;ENRICH;;
12/01/21 16:43;24074d6a-8b01-49b1-bf52-276925b371f1;schoene;i signori della serie a;t;2;datatv_p235442e1278161;datatv;2018;;35429417;ibms;10;1;sky;;ENRICH;;
12/01/21 16:51;24074d6a-8b01-49b1-bf52-276925b371f1;Schoene;I Signori della Serie A;t;2;;;2018;;;;10;1;sky;;FINALIZED;0b550d81-20aa-431d-9372-7a9ed673dec1;[[ALT]]Schoene[[ALT]]Schoene[[ALT]]Schoene
29/12/20 19:20;25ad3255-08a3-4a71-b0c9-2636026ff4f5;studio america's cup - notitle;studio america's cup;t;2;datatv_p256386e1352114;datatv;;;;;0;;sky;;SCHED;;
05/01/21 13:29;25ad3255-08a3-4a71-b0c9-2636026ff4f5;16/01/21;studio america's cup;t;2;datatv_p256386e1352114;datatv;2020;;;;0;;sky;;ENRICH;;
12/01/21 18:35;25ad3255-08a3-4a71-b0c9-2636026ff4f5;approfondimento america's cup - notitle;approfondimento america's cup;t;2;datatv_p256386e1352114;datatv;;;;;0;;sky;;SCHED;;
13/01/21 10:35;25ad3255-08a3-4a71-b0c9-2636026ff4f5;16/01/21;approfondimento america's cup;t;2;datatv_p256386e1352114;datatv;2020;;;;0;;sky;;ENRICH;;
14/01/21 17:37;25ad3255-08a3-4a71-b0c9-2636026ff4f5;16/01/21;approfondimento america's cup;t;2;datatv_p256386e1352114;datatv;;;;;;;sky;;SCHED;;
18/01/21 13:58;25ad3255-08a3-4a71-b0c9-2636026ff4f5;16/01/21;Approfondimento America's Cup;t;2;;;2020;;;;0;2020;sky;;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;[[ALT]]16/01/21[[ALT]]16/01/21[[ALT]]16/01/21
21/10/20 08:23;3001fd58-a0e3-48ed-8ea8-3208079d3e2d;best plays of 2019-20 playoffs;high tops;t;2;datatv_p232981e1340637;datatv;;;;;;;sky;;SCHED;;
21/10/20 13:16;3001fd58-a0e3-48ed-8ea8-3208079d3e2d;best plays of 2019-20 playoffs;high tops;t;2;datatv_p232981e1340637;datatv;2018;;;;0;;sky;;ENRICH;;
11/11/20 01:19;3001fd58-a0e3-48ed-8ea8-3208079d3e2d;Best Plays of 2019-20 Playoffs;High Tops;t;2;;;2018;;;;0;;sky;;FINALIZED;07b55c33-2faf-4154-8693-9900940eb735;[[ALT]]Best Plays of 2019-20 Playoffs[[ALT]]Best Plays of 2019-20 Playoffs[[ALT]]Best Plays of 2019-20 Playoffs
29/12/20 19:10;36c93616-c4d4-4b55-8a9a-fce185347e53;studio america's cup - notitle;studio america's cup;t;2;datatv_p256386e1352654;datatv;;;;;0;;sky;;SCHED;;
05/01/21 13:22;36c93616-c4d4-4b55-8a9a-fce185347e53;14/01/21;studio america's cup;t;2;datatv_p256386e1352654;datatv;2020;;;;0;;sky;;ENRICH;;
12/01/21 18:29;36c93616-c4d4-4b55-8a9a-fce185347e53;approfondimento america's cup - notitle;approfondimento america's cup;t;2;datatv_p256386e1352654;datatv;;;;;0;;sky;;SCHED;;
13/01/21 10:42;36c93616-c4d4-4b55-8a9a-fce185347e53;14/01/21;approfondimento america's cup;t;2;datatv_p256386e1352654;datatv;2020;;;;0;;sky;;ENRICH;;
18/01/21 13:47;36c93616-c4d4-4b55-8a9a-fce185347e53;14/01/21;Approfondimento America's Cup;t;2;;;2020;;;;0;2020;sky;;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;[[ALT]]14/01/21[[ALT]]14/01/21[[ALT]]14/01/21
18/08/20 15:28;36cc1ffd-56fd-4cee-bbee-0d65c667e8fb;schrempf & perkins;1-on-1 caron butler;t;2;datatv_p252808e1330836;datatv;;;;;4;;sky;;SCHED;;
19/08/20 11:32;36cc1ffd-56fd-4cee-bbee-0d65c667e8fb;schrempf & perkins;1-on-1 caron butler;t;2;datatv_p252808e1330836;datatv;2020;;;;4;;sky;;ENRICH;;
04/12/20 03:04;36cc1ffd-56fd-4cee-bbee-0d65c667e8fb;Schrempf & Perkins;1-on-1 Caron Butler;t;2;;;2020;;;;4;;sky;;FINALIZED;df9062f7-8004-438a-b11c-7e2d09c1429d;[[ALT]]Schrempf & Perkins[[ALT]]Schrempf & Perkins[[ALT]]Schrempf & Perkins
05/08/20 15:10;37274e56-eb5c-464a-9bd5-95962508e9af;cloud & abdur-rahim;1-on-1 caron butler;t;2;datatv_p252808e1329495;datatv;;;;;1;;sky;;SCHED;;
06/08/20 10:53;37274e56-eb5c-464a-9bd5-95962508e9af;cloud & abdur-rahim;1-on-1 caron butler;t;2;datatv_p252808e1329495;datatv;2020;;;;1;;sky;;ENRICH;;
19/01/21 20:35;37274e56-eb5c-464a-9bd5-95962508e9af;Cloud & Abdur-Rahim;1-on-1 Caron Butler;t;2;;;2020;;;;1;;sky;;FINALIZED;df9062f7-8004-438a-b11c-7e2d09c1429d;[[ALT]]Cloud & Abdur-Rahim[[ALT]]Cloud & Abdur-Rahim[[ALT]]Cloud & Abdur-Rahim
18/01/21 11:04;3a0bec27-f2a7-45ed-a545-403e3c6e91c2;approfondimento america's cup 2021 22/01/2021;approfondimento america's cup 2021;t;5;39757969;ibms;2021;;;;7;1;sky;;SCHED;;
18/01/21 13:56;3a0bec27-f2a7-45ed-a545-403e3c6e91c2;22/01/21;approfondimento america's cup;t;2;datatv_p256386e1353438;datatv;2020;;39757969;ibms;0;;sky;;ENRICH;;
19/01/21 11:26;3a0bec27-f2a7-45ed-a545-403e3c6e91c2;Approfondimento America's Cup - 22/01/21;Approfondimento America's Cup;t;2;;;2021;;;;7;2020;sky;2240c3bd-a060-4b02-bb37-e53ce356cd67;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;
15/01/19 19:17;3a9eb1fd-9af0-427f-a75e-9048b46b20e2;reina;i signori della serie a;t;2;datatv_p235442e1230102;datatv;;;;;5;;sky;;SCHED;;
18/01/19 10:44;3a9eb1fd-9af0-427f-a75e-9048b46b20e2;reina;i signori della serie a;t;2;datatv_p235442e1230102;datatv;2018;;;;5;;sky;;ENRICH;;
12/01/21 16:47;3a9eb1fd-9af0-427f-a75e-9048b46b20e2;reina;i signori della serie a;t;2;datatv_p235442e1230102;datatv;2018;;33026244;ibms;5;1;sky;;ENRICH;;
12/01/21 16:54;3a9eb1fd-9af0-427f-a75e-9048b46b20e2;Reina;I Signori della Serie A;t;2;;;2018;;;;5;1;sky;;FINALIZED;0b550d81-20aa-431d-9372-7a9ed673dec1;[[ALT]]Reina[[ALT]]Reina[[ALT]]Reina
14/11/18 17:58;3dbd9561-3dc6-4a2a-ba6a-1f596bda4677;forte come un orco;un pizzico di magia;t;6;datatv_p236388e1216791;datatv;;;;;31;2;sky;;SCHED;;
12/01/21 17:06;3dbd9561-3dc6-4a2a-ba6a-1f596bda4677;chi la fa l'aspetti;un pizzico di magia;t;6;datatv_p236388e1216791;datatv;2007;;33177466;ibms;31;;sky;;ENRICH;;
12/01/21 17:13;3dbd9561-3dc6-4a2a-ba6a-1f596bda4677;Chi la fa l'aspetti;Un pizzico di magia;t;6;;;2007;;;;31;;sky;;FINALIZED;775137bf-73b7-4aad-b20f-2d50002d4cb8;[[ALT]]Chi la fa l'aspetti[[ALT]]Chi la fa l'aspetti[[ALT]]Chi la fa l'aspetti
13/01/21 14:34;4010b256-95ac-40ca-845b-e94a37550069;approfondimento america's cup - notitle;approfondimento america's cup;t;2;datatv_p256386e1354515;datatv;;;;;0;;sky;;SCHED;;
15/01/21 09:29;4010b256-95ac-40ca-845b-e94a37550069;30/01/21;approfondimento america's cup;t;2;datatv_p256386e1354515;datatv;2020;;;;0;;sky;;ENRICH;;
19/01/21 12:52;4010b256-95ac-40ca-845b-e94a37550069;30/01/21;approfondimento america's cup;t;2;datatv_p256386e1354515;datatv;2020;;;;0;2020;sky;;ENRICH;;
19/01/21 12:53;4010b256-95ac-40ca-845b-e94a37550069;30/01/21;Approfondimento America's Cup;t;2;;;2020;;;;0;2020;sky;;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;[[ALT]]30/01/21[[ALT]]30/01/21[[ALT]]30/01/21
14/11/18 17:11;47a2feb4-2d79-4970-bc38-157ff6ed94a7;tom la pecora nera;un pizzico di magia;t;6;datatv_p236388e1216787;datatv;;;;;27;2;sky;;SCHED;;
12/01/21 17:04;47a2feb4-2d79-4970-bc38-157ff6ed94a7;la ribellione di cenerentola;un pizzico di magia;t;6;datatv_p236388e1216787;datatv;2007;;33177462;ibms;27;;sky;;ENRICH;;
12/01/21 17:11;47a2feb4-2d79-4970-bc38-157ff6ed94a7;La ribellione di Cenerentola;Un pizzico di magia;t;6;;;2007;;;;27;;sky;;FINALIZED;775137bf-73b7-4aad-b20f-2d50002d4cb8;[[ALT]]La ribellione di Cenerentola[[ALT]]La ribellione di Cenerentola[[ALT]]La ribellione di Cenerentola
28/10/20 11:24;4ea04de3-7138-4710-82dc-05153247de66;tennis: djokovic - thiem;;f;2;;;;;;;;;sky;;SCHED;;
02/11/20 11:22;4ea04de3-7138-4710-82dc-05153247de66;djokovic - thiem. finale m;australian open;t;2;datatv_p246713e1295567;datatv;2020;;;;0;2020;sky;;ENRICH;;
10/01/21 23:22;4ea04de3-7138-4710-82dc-05153247de66;Djokovic - Thiem. Finale M;Australian Open;t;2;;;2020;;;;0;2020;sky;;FINALIZED;c54ae83b-5b15-4d7e-82d0-d0efa50b6588;[[ALT]]Djokovic - Thiem. Finale M[[ALT]]Djokovic - Thiem. Finale M[[ALT]]Djokovic - Thiem. Finale M
18/01/21 11:02;549e38c9-2d66-4b26-bc7f-5f66128e61bb;approfondimento america's cup 2021 18/01/2021;approfondimento america's cup 2021;t;5;39757967;ibms;2021;;;;5;1;sky;;SCHED;;
18/01/21 13:55;549e38c9-2d66-4b26-bc7f-5f66128e61bb;18/01/21;approfondimento america's cup;t;2;datatv_p256386e1355293;datatv;2020;;39757967;ibms;5;;sky;;ENRICH;;
18/01/21 21:51;549e38c9-2d66-4b26-bc7f-5f66128e61bb;18/01/21;Approfondimento America's Cup;t;2;;;2020;;;;5;2020;sky;;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;[[ALT]]18/01/21[[ALT]]18/01/21[[ALT]]18/01/21
18/08/20 15:27;54ad65a8-8a2a-464b-904d-f76bc4be0fa5;fizdale & bickerstaff;1-on-1 caron butler;t;2;datatv_p252808e1330835;datatv;;;;;3;;sky;;SCHED;;
19/08/20 11:33;54ad65a8-8a2a-464b-904d-f76bc4be0fa5;fizdale & bickerstaff;1-on-1 caron butler;t;2;datatv_p252808e1330835;datatv;2020;;;;3;;sky;;ENRICH;;
01/09/20 20:10;54ad65a8-8a2a-464b-904d-f76bc4be0fa5;Fizdale & Bickerstaff;1-on-1 Caron Butler;t;2;;;2020;;;;3;;sky;;FINALIZED;df9062f7-8004-438a-b11c-7e2d09c1429d;[[ALT]]Fizdale & Bickerstaff[[ALT]]Fizdale & Bickerstaff[[ALT]]Fizdale & Bickerstaff
07/01/21 22:20;57d5d2fb-8293-4c64-bba5-c68e2e516cac;un pizzico di perspicacia;just add magic mystery city;t;6;datatv_p256894e1350479;datatv;;;;;7;1;sky;;SCHED;;
15/01/21 15:19;57d5d2fb-8293-4c64-bba5-c68e2e516cac;un pizzico di perspicacia;just add magic mystery city;t;6;datatv_p256894e1350479;datatv;2020;;;;7;1;sky;;ENRICH;;
15/01/21 15:48;57d5d2fb-8293-4c64-bba5-c68e2e516cac;Un pizzico di perspicacia;Just Add Magic Mystery City;t;6;;;2020;;;;7;1;sky;;FINALIZED;4d80ab5d-6ce1-42d9-a45a-5f7ff17bc13c;[[ALT]]Un pizzico di perspicacia[[ALT]]Un pizzico di perspicacia[[ALT]]Un pizzico di perspicacia
07/01/21 18:11;58bc385d-e721-43c6-b264-8b7a5ca816b7;ep. 2;group chat with jayden & brent;t;6;vcm_678704;vcm;2020;;;;2;1;sky;;SCHED;;
07/01/21 22:18;58bc385d-e721-43c6-b264-8b7a5ca816b7;;group chat with jayden & brent;t;6;datatv_p256935e1350660;datatv;;;;;2;1;sky;;SCHED;;
12/01/21 12:36;58bc385d-e721-43c6-b264-8b7a5ca816b7;ep. 2;group chat with jayden & brent;t;1;datatv_p256935e1350660;datatv;2020;;;;2;1;sky;;ENRICH;;
19/01/21 11:47;58bc385d-e721-43c6-b264-8b7a5ca816b7;snack al volo;group chat with jayden & brent;t;6;datatv_p256935e1350660;datatv;;;;;2;1;sky;;SCHED;;
19/01/21 16:02;58bc385d-e721-43c6-b264-8b7a5ca816b7;Snack al volo;Group Chat with Jayden & Brent;t;1;;;2020;;;;2;1;sky;;FINALIZED;b2016491-885b-4072-96bc-671eb98803d4;[[ALT]]Snack al volo[[ALT]]Snack al volo[[ALT]]Snack al volo
30/11/18 17:36;5af6d6cc-6970-46c6-a5aa-fc5385858e44;l'amore ti mette le ali;un pizzico di magia;t;6;datatv_p236388e1220141;datatv;;;;;43;2;sky;;SCHED;;
12/01/21 17:13;5af6d6cc-6970-46c6-a5aa-fc5385858e44;l'amore ti mette le ali;un pizzico di magia;t;6;datatv_p236388e1220141;datatv;2007;;33208908;ibms;43;;sky;;ENRICH;;
12/01/21 17:22;5af6d6cc-6970-46c6-a5aa-fc5385858e44;L'amore ti mette le ali;Un pizzico di magia;t;6;;;2007;;;;43;;sky;;FINALIZED;775137bf-73b7-4aad-b20f-2d50002d4cb8;[[ALT]]L'amore ti mette le ali[[ALT]]L'amore ti mette le ali[[ALT]]L'amore ti mette le ali
18/01/21 10:59;5d79be13-6869-4b4c-a9f7-e46d3bcabc16;approfondimento america's cup 2021 15/01/2021;approfondimento america's cup 2021;t;5;39757964;ibms;2021;;;;2;1;sky;;SCHED;;
18/01/21 13:53;5d79be13-6869-4b4c-a9f7-e46d3bcabc16;15/01/21;approfondimento america's cup;t;2;datatv_p256386e1352113;datatv;2020;;39757964;ibms;0;;sky;;ENRICH;;
20/01/21 00:00;5d79be13-6869-4b4c-a9f7-e46d3bcabc16;Approfondimento America's Cup - 15/01/21;Approfondimento America's Cup;t;2;;;2021;;;;2;2020;sky;db3cbc8a-7a7c-4e91-8dc7-212cc8dfbd37;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;
28/10/20 11:24;60db0057-aa5d-4fb4-92f6-18a81ea7d225;tennis: kenin - muguruza;;f;2;;;;;;;;;sky;;SCHED;;
02/11/20 11:23;60db0057-aa5d-4fb4-92f6-18a81ea7d225;kenin - muguruza. finale f;australian open;t;2;datatv_p246713e1295564;datatv;2020;;;;0;2020;sky;;ENRICH;;
04/01/21 23:18;60db0057-aa5d-4fb4-92f6-18a81ea7d225;Kenin - Muguruza. Finale F;Australian Open;t;2;;;2020;;;;0;2020;sky;;FINALIZED;c54ae83b-5b15-4d7e-82d0-d0efa50b6588;[[ALT]]Kenin - Muguruza. Finale F[[ALT]]Kenin - Muguruza. Finale F[[ALT]]Kenin - Muguruza. Finale F
05/01/21 19:04;61a56d4c-1789-4e2d-95d1-189fae313bf0;studio america's cup - notitle;studio america's cup;t;2;datatv_p256386e1353437;datatv;;;;;0;;sky;;SCHED;;
07/01/21 12:33;61a56d4c-1789-4e2d-95d1-189fae313bf0;21/01/21;studio america's cup;t;2;datatv_p256386e1353437;datatv;2020;;;;0;;sky;;ENRICH;;
12/01/21 18:56;61a56d4c-1789-4e2d-95d1-189fae313bf0;approfondimento america's cup - notitle;approfondimento america's cup;t;2;datatv_p256386e1353437;datatv;;;;;0;;sky;;SCHED;;
13/01/21 10:36;61a56d4c-1789-4e2d-95d1-189fae313bf0;21/01/21;approfondimento america's cup;t;2;datatv_p256386e1353437;datatv;2020;;;;0;;sky;;ENRICH;;
19/01/21 12:52;61a56d4c-1789-4e2d-95d1-189fae313bf0;21/01/21;approfondimento america's cup;t;2;datatv_p256386e1353437;datatv;2020;;39757968;ibms;0;2020;sky;;ENRICH;;
19/01/21 21:46;61a56d4c-1789-4e2d-95d1-189fae313bf0;21/01/21;Approfondimento America's Cup;t;2;;;2020;;;;0;2020;sky;;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;[[ALT]]21/01/21[[ALT]]21/01/21[[ALT]]21/01/21
21/11/18 16:12;667f4049-d97c-4bc8-a426-89438b74ed23;un pizzico di magia stag.2 ep 39;un pizzico di magia stag.2;t;6;33177474;ibms;;;;;39;2;sky;;SCHED;;
23/11/18 12:43;667f4049-d97c-4bc8-a426-89438b74ed23;legati per sempre;un pizzico di magia;t;6;datatv_p236388e1216799;datatv;2007;;;;39;2;sky;;ENRICH;;
12/01/21 17:09;667f4049-d97c-4bc8-a426-89438b74ed23;jojo il genio;un pizzico di magia;t;6;datatv_p236388e1216799;datatv;2007;;33177474;ibms;39;;sky;;ENRICH;;
12/01/21 17:18;667f4049-d97c-4bc8-a426-89438b74ed23;Jojo il genio;Un pizzico di magia;t;6;;;2007;;;;39;;sky;;FINALIZED;775137bf-73b7-4aad-b20f-2d50002d4cb8;[[ALT]]Jojo il genio[[ALT]]Jojo il genio[[ALT]]Jojo il genio
07/01/21 22:17;66b81a4e-e667-4fd4-bb21-425e854f0751;un pizzico di opposizione;just add magic mystery city;t;6;datatv_p256894e1350411;datatv;;;;;1;1;sky;;SCHED;;
13/01/21 09:23;66b81a4e-e667-4fd4-bb21-425e854f0751;un pizzico di opposizione;just add magic mystery city;t;6;datatv_p256894e1350411;datatv;2020;;;;1;1;sky;;ENRICH;;
19/01/21 12:47;66b81a4e-e667-4fd4-bb21-425e854f0751;Un pizzico di opposizione;Just Add Magic Mystery City;t;6;;;2020;;;;1;1;sky;;FINALIZED;4d80ab5d-6ce1-42d9-a45a-5f7ff17bc13c;[[ALT]]Un pizzico di opposizione[[ALT]]Un pizzico di opposizione[[ALT]]Un pizzico di opposizione
08/01/21 13:29;6709b9d3-4bdc-4b23-b1f6-b34ea365c501;;group chat with jayden & brent;t;6;datatv_p256935e1350664;datatv;;;;;6;1;sky;;SCHED;;
14/01/21 12:50;6709b9d3-4bdc-4b23-b1f6-b34ea365c501;ep. 6;group chat with jayden & brent;t;6;vcm_678708;vcm;2020;;;;6;1;sky;;SCHED;;
18/01/21 10:27;6709b9d3-4bdc-4b23-b1f6-b34ea365c501;ep. 6;group chat with jayden & brent;t;1;datatv_p256935e1350664;datatv;2020;;;;6;1;sky;;ENRICH;;
19/01/21 16:02;6709b9d3-4bdc-4b23-b1f6-b34ea365c501;La Challenge dell'apribocca!;Group Chat with Jayden & Brent;t;1;;;2020;;;;6;1;sky;;FINALIZED;b2016491-885b-4072-96bc-671eb98803d4;[[ALT]]La Challenge dell'apribocca![[ALT]]La Challenge dell'apribocca![[ALT]]La Challenge dell'apribocca!
07/01/21 22:19;679eb9c5-cfd5-404d-bc29-92df9eefe8ff;aggiungi qualche anno in piu';just add magic mystery city;t;6;datatv_p256894e1350478;datatv;;;;;6;1;sky;;SCHED;;
15/01/21 11:49;679eb9c5-cfd5-404d-bc29-92df9eefe8ff;aggiungi qualche anno in pi�;just add magic mystery city;t;6;datatv_p256894e1350478;datatv;2020;;;;6;1;sky;;ENRICH;;
19/01/21 23:17;679eb9c5-cfd5-404d-bc29-92df9eefe8ff;Aggiungi qualche anno in pi�;Just Add Magic Mystery City;t;6;;;2020;;;;6;1;sky;;FINALIZED;4d80ab5d-6ce1-42d9-a45a-5f7ff17bc13c;[[ALT]]Aggiungi qualche anno in pi�[[ALT]]Aggiungi qualche anno in pi�[[ALT]]Aggiungi qualche anno in pi�
07/01/21 22:19;68109cec-a096-414d-a88d-0c2257d61dd5;;group chat with jayden & brent;t;6;datatv_p256935e1350661;datatv;;;;;3;1;sky;;SCHED;;
12/01/21 18:28;68109cec-a096-414d-a88d-0c2257d61dd5;ep. 3;group chat with jayden & brent;t;6;vcm_678705;vcm;2020;;;;3;1;sky;;SCHED;;
13/01/21 10:09;68109cec-a096-414d-a88d-0c2257d61dd5;ep. 3;group chat with jayden & brent;t;1;datatv_p256935e1350661;datatv;2020;;;;3;1;sky;;ENRICH;;
19/01/21 11:47;68109cec-a096-414d-a88d-0c2257d61dd5;attacco allo zaino;group chat with jayden & brent;t;6;datatv_p256935e1350661;datatv;;;;;3;1;sky;;SCHED;;
19/01/21 23:17;68109cec-a096-414d-a88d-0c2257d61dd5;Attacco allo zaino;Group Chat with Jayden & Brent;t;1;;;2020;;;;3;1;sky;;FINALIZED;b2016491-885b-4072-96bc-671eb98803d4;[[ALT]]Attacco allo zaino[[ALT]]Attacco allo zaino[[ALT]]Attacco allo zaino
07/01/21 22:19;69ae544b-c485-4a8f-84c1-fe3a61b875b2;;group chat with jayden & brent;t;6;datatv_p256935e1350663;datatv;;;;;5;1;sky;;SCHED;;
12/01/21 18:29;69ae544b-c485-4a8f-84c1-fe3a61b875b2;ep. 5;group chat with jayden & brent;t;6;vcm_678707;vcm;2020;;;;5;1;sky;;SCHED;;
15/01/21 14:08;69ae544b-c485-4a8f-84c1-fe3a61b875b2;ep. 5;group chat with jayden & brent;t;1;datatv_p256935e1350663;datatv;2020;;;;5;1;sky;;ENRICH;;
19/01/21 16:02;69ae544b-c485-4a8f-84c1-fe3a61b875b2;Capanna di slime;Group Chat with Jayden & Brent;t;1;;;2020;;;;5;1;sky;;FINALIZED;b2016491-885b-4072-96bc-671eb98803d4;[[ALT]]Capanna di slime[[ALT]]Capanna di slime[[ALT]]Capanna di slime
02/12/20 16:45;6aad02b1-0768-4eab-93ff-022ae5bfed75;magazine regate - noTitle;magazine regate;t;2;datatv_p256386e1348123;datatv;;;;;0;;sky;;SCHED;;
17/12/20 17:14;6aad02b1-0768-4eab-93ff-022ae5bfed75;19/12/20;studio vela;t;2;datatv_p256386e1348123;datatv;2020;;;;0;;sky;;ENRICH;;
17/12/20 18:58;6aad02b1-0768-4eab-93ff-022ae5bfed75;19/12/20;Approfondimento America's Cup;t;2;;;2020;;;;0;2020;sky;;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;[[ALT]]19/12/20[[ALT]]19/12/20[[ALT]]19/12/20
05/10/20 14:33;73e2930e-1919-4c71-a089-4536682b039d;arne duncan;1-on-1 caron butler;t;2;datatv_p252808e1337985;datatv;;;;;;;sky;;SCHED;;
06/10/20 09:49;73e2930e-1919-4c71-a089-4536682b039d;arne duncan�;1-on-1 caron butler;t;2;datatv_p252808e1337985;datatv;2020;;;;0;;sky;;ENRICH;;
09/10/20 13:27;73e2930e-1919-4c71-a089-4536682b039d;arne duncan;1-on-1 caron butler;t;2;datatv_p252808e1337985;datatv;;;;;6;;sky;;SCHED;;
12/01/21 00:13;73e2930e-1919-4c71-a089-4536682b039d;Arne Duncan�;1-on-1 Caron Butler;t;2;;;2020;;;;0;;sky;;FINALIZED;df9062f7-8004-438a-b11c-7e2d09c1429d;[[ALT]]Arne Duncan�[[ALT]]Arne Duncan�[[ALT]]Arne Duncan�
05/01/21 19:17;740fd960-79d9-4824-82b3-b042f23191ee;studio america's cup - notitle;studio america's cup;t;2;datatv_p256386e1353439;datatv;;;;;0;;sky;;SCHED;;
07/01/21 12:36;740fd960-79d9-4824-82b3-b042f23191ee;23/01/21;studio america's cup;t;2;datatv_p256386e1353439;datatv;2020;;;;0;;sky;;ENRICH;;
12/01/21 19:04;740fd960-79d9-4824-82b3-b042f23191ee;approfondimento america's cup - notitle;approfondimento america's cup;t;2;datatv_p256386e1353439;datatv;;;;;0;;sky;;SCHED;;
13/01/21 10:40;740fd960-79d9-4824-82b3-b042f23191ee;23/01/21;approfondimento america's cup;t;2;datatv_p256386e1353439;datatv;2020;;;;0;;sky;;ENRICH;;
19/01/21 12:53;740fd960-79d9-4824-82b3-b042f23191ee;23/01/21;approfondimento america's cup;t;2;datatv_p256386e1353439;datatv;2020;;39757970;ibms;0;2020;sky;;ENRICH;;
20/01/21 01:39;740fd960-79d9-4824-82b3-b042f23191ee;23/01/21;Approfondimento America's Cup;t;2;;;2020;;;;0;2020;sky;;FINALIZED;fba001ba-8181-4601-abc3-139a632f10a2;[[ALT]]23/01/21[[ALT]]23/01/21[[ALT]]23/01/21
23/11/18 12:17;74200552-d505-4259-9836-59a78a0ae651;un pizzico di magia stag.2 ep 48;un pizzico di magia stag.2;t;6;33208934;ibms;;;;;48;2;sky;;SCHED;;
03/12/18 10:30;74200552-d505-4259-9836-59a78a0ae651;una barba irresistibile;un pizzico di magia;t;6;datatv_p236388e1220146;datatv;2007;;;;48;2;sky;;ENRICH;;
12/01/21 17:17;74200552-d505-4259-9836-59a78a0ae651;una barba irresistibile;un pizzico di magia;t;6;datatv_p236388e1220146;datatv;2007;;33208934;ibms;48;;sky;;ENRICH;;
12/01/21 17:26;74200552-d505-4259-9836-59a78a0ae651;Una barba irresistibile;Un pizzico di magia;t;6;;;2007;;;;48;;sky;;FINALIZED;775137bf-73b7-4aad-b20f-2d50002d4cb8;[[ALT]]Una barba irresistibile[[ALT]]Una barba irresistibile[[ALT]]Una barba irresistibile
25/02/19 18:28;74354c11-e7d2-45e5-aca7-aa4e0af6c341;skriniar;i signori della serie a;t;2;datatv_p235442e1238676;datatv;;;;;6;;sky;;SCHED;;
12/01/21 16:29;74354c11-e7d2-45e5-aca7-aa4e0af6c341;skriniar;i signori della serie a;t;2;datatv_p235442e1238676;datatv;2018;;33026245;ibms;6;1;sky;;ENRICH;;
12/01/21 16:52;74354c11-e7d2-45e5-aca7-aa4e0af6c341;Skriniar;I Signori della Serie A;t;2;;;2018;;;;6;1;sky;;FINALIZED;0b550d81-20aa-431d-9372-7a9ed673dec1;[[ALT]]Skriniar[[ALT]]Skriniar[[ALT]]Skriniar
13/01/21 14:34;76fad9b1-0f96-4c98-a594-90200d6cb6c3;approfondimento america's cup - notitle;approfondimento america's cup;t;2;datatv_p256386e1354516;datatv;;;;;0;;sky;;SCHED;;
15/01/21 09:30;76fad9b1-0f96-4c98-a594-90200d6cb6c3;31/01/21;approfondimento america's cup;t;2;datatv_p256386e1354516;datatv;2020;;;;0;;sky;;ENRICH;;
19/01/21 12:53;76fad9b1-0f96-4c98-a594-90200d6cb6c3;31/01/21;approfondimento america's cup;t;2;datatv_p256386e1354516;datatv;2020;;;;0;2020;sky;;ENRICH;;
